RSS,elapsed,cpu.sys,.user,k,n_words,approach,execution
89036,0:08.15,1.52,6.62,2,10,by_document,14
89056,0:08.18,1.58,6.6,2,10,by_document,15
89380,0:08.15,1.62,6.51,2,10,by_document,16
89140,0:08.27,1.63,6.64,2,10,by_document,17
89356,0:08.20,1.54,6.66,2,10,by_document,18
89012,0:08.23,1.63,6.59,2,10,by_document,19
88936,0:08.21,1.62,6.58,2,10,by_document,20
88988,0:08.25,1.56,6.68,2,10,by_document,21
88984,0:08.26,1.65,6.6,2,10,by_document,22
89264,0:08.23,1.51,6.71,2,10,by_document,23
89032,0:08.22,1.44,6.77,2,10,by_document,24
88764,0:08.21,1.6,6.6,2,10,by_document,25
89120,0:08.21,1.6,6.6,2,10,by_document,26
89076,0:08.20,1.69,6.5,2,10,by_document,27
88864,0:08.23,1.61,6.61,2,10,by_document,28
89500,0:08.23,1.66,6.57,2,10,by_document,29
88904,0:08.23,1.58,6.65,2,10,by_document,30
89040,0:08.20,1.65,6.54,2,11,by_document,1
89208,0:08.28,1.66,6.59,2,11,by_document,2
88940,0:08.26,1.72,6.52,2,11,by_document,3
89416,0:08.25,1.64,6.6,2,11,by_document,4
88832,0:08.28,1.64,6.63,2,11,by_document,5
89020,0:08.25,1.61,6.64,2,11,by_document,6
89016,0:08.36,1.63,6.72,2,11,by_document,7
89000,0:08.12,1.5,6.61,2,11,by_document,8
88864,0:08.17,1.63,6.53,2,11,by_document,9
88888,0:08.15,1.62,6.52,2,11,by_document,10
89484,0:08.24,1.5,6.74,2,11,by_document,11
89140,0:08.20,1.55,6.64,2,11,by_document,12
89360,0:08.17,1.53,6.62,2,11,by_document,13
89060,0:08.14,1.65,6.48,2,11,by_document,14
88796,0:08.20,1.61,6.58,2,11,by_document,15
88944,0:08.30,1.42,6.87,2,11,by_document,16
89216,0:08.24,1.58,6.66,2,11,by_document,17
89372,0:08.17,1.63,6.53,2,11,by_document,18
88916,0:08.25,1.51,6.74,2,11,by_document,19
89320,0:08.20,1.67,6.51,2,11,by_document,20
89308,0:08.13,1.51,6.61,2,11,by_document,21
89208,0:08.19,1.5,6.67,2,11,by_document,22
88852,0:08.26,1.68,6.58,2,11,by_document,23
89056,0:08.18,1.5,6.68,2,11,by_document,24
89316,0:08.22,1.48,6.73,2,11,by_document,25
89012,0:08.22,1.38,6.82,2,11,by_document,26
88920,0:08.26,1.6,6.61,2,11,by_document,27
88732,0:08.17,1.5,6.66,2,11,by_document,28
89504,0:08.20,1.59,6.6,2,11,by_document,29
89052,0:08.22,1.54,6.66,2,11,by_document,30
88828,0:08.17,1.66,6.51,2,12,by_document,1
89044,0:08.38,1.64,6.72,2,12,by_document,2
89376,0:08.18,1.58,6.59,2,12,by_document,3
88992,0:08.24,1.49,6.74,2,12,by_document,4
89032,0:08.22,1.62,6.59,2,12,by_document,5
89024,0:08.24,1.62,6.61,2,12,by_document,6
89124,0:08.20,1.43,6.76,2,12,by_document,7
89396,0:08.17,1.57,6.59,2,12,by_document,8
89216,0:08.13,1.58,6.54,2,12,by_document,9
88824,0:08.26,1.54,6.71,2,12,by_document,10
88992,0:08.20,1.7,6.49,2,12,by_document,11
89300,0:08.24,1.64,6.6,2,12,by_document,12
89504,0:08.24,1.56,6.67,2,12,by_document,13
89028,0:08.26,1.45,6.79,2,12,by_document,14
89004,0:08.21,1.64,6.56,2,12,by_document,15
89408,0:08.61,1.8,6.8,2,12,by_document,16
89388,0:08.58,1.45,7.11,2,12,by_document,17
88948,0:08.35,1.55,6.79,2,12,by_document,18
89032,0:08.18,1.5,6.66,2,12,by_document,19
89136,0:08.18,1.6,6.58,2,12,by_document,20
89048,0:08.26,1.64,6.61,2,12,by_document,21
89332,0:08.54,1.62,6.91,2,12,by_document,22
89128,0:08.16,1.53,6.61,2,12,by_document,23
89176,0:08.32,1.65,6.66,2,12,by_document,24
88684,0:08.21,1.48,6.72,2,12,by_document,25
89452,0:08.27,1.64,6.62,2,12,by_document,26
89460,0:08.32,1.6,6.72,2,12,by_document,27
88832,0:08.29,1.62,6.67,2,12,by_document,28
89068,0:08.31,1.56,6.74,2,12,by_document,29
88848,0:08.24,1.54,6.68,2,12,by_document,30
89276,0:08.14,1.48,6.65,2,13,by_document,1
88980,0:08.30,1.56,6.73,2,13,by_document,2
89348,0:08.21,1.55,6.66,2,13,by_document,3
89328,0:08.20,1.58,6.61,2,13,by_document,4
89304,0:08.25,1.6,6.63,2,13,by_document,5
89344,0:08.21,1.58,6.62,2,13,by_document,6
89176,0:08.28,1.65,6.62,2,13,by_document,7
88968,0:08.24,1.55,6.68,2,13,by_document,8
89464,0:08.21,1.63,6.56,2,13,by_document,9
88920,0:08.17,1.56,6.6,2,13,by_document,10
89108,0:08.23,1.68,6.5,2,13,by_document,11
88916,0:08.22,1.56,6.64,2,13,by_document,12
88984,0:08.19,1.74,6.44,2,13,by_document,13
89488,0:08.22,1.67,6.53,2,13,by_document,14
89132,0:08.20,1.54,6.65,2,13,by_document,15
88960,0:08.24,1.41,6.82,2,13,by_document,16
89284,0:08.23,1.6,6.62,2,13,by_document,17
88896,0:08.26,1.49,6.76,2,13,by_document,18
89048,0:08.29,1.69,6.58,2,13,by_document,19
89296,0:08.27,1.58,6.68,2,13,by_document,20
89016,0:08.24,1.59,6.64,2,13,by_document,21
88828,0:08.42,1.66,6.75,2,13,by_document,22
88948,0:08.39,1.64,6.74,2,13,by_document,23
89388,0:08.23,1.58,6.64,2,13,by_document,24
89232,0:08.31,1.69,6.61,2,13,by_document,25
88876,0:08.24,1.44,6.79,2,13,by_document,26
88856,0:08.28,1.59,6.66,2,13,by_document,27
88996,0:08.38,1.55,6.82,2,13,by_document,28
89008,0:08.77,1.64,7.11,2,13,by_document,29
89200,0:08.29,1.51,6.76,2,13,by_document,30
89108,0:08.23,1.63,6.59,2,14,by_document,1
89036,0:08.30,1.7,6.59,2,14,by_document,2
89108,0:08.28,1.78,6.5,2,14,by_document,3
89396,0:08.35,1.42,6.92,2,14,by_document,4
88844,0:08.26,1.66,6.6,2,14,by_document,5
88956,0:08.22,1.59,6.62,2,14,by_document,6
88908,0:08.21,1.62,6.58,2,14,by_document,7
88940,0:08.27,1.58,6.69,2,14,by_document,8
89012,0:08.24,1.56,6.66,2,14,by_document,9
89024,0:08.29,1.67,6.61,2,14,by_document,10
89388,0:08.28,1.48,6.79,2,14,by_document,11
88928,0:08.29,1.56,6.72,2,14,by_document,12
89052,0:08.29,1.71,6.56,2,14,by_document,13
89044,0:08.25,1.62,6.62,2,14,by_document,14
89056,0:08.34,1.61,6.71,2,14,by_document,15
88984,0:08.37,1.64,6.72,2,14,by_document,16
89412,0:08.26,1.66,6.6,2,14,by_document,17
88876,0:08.42,1.63,6.78,2,14,by_document,18
89276,0:08.25,1.59,6.65,2,14,by_document,19
89376,0:08.24,1.64,6.6,2,14,by_document,20
88940,0:08.25,1.64,6.59,2,14,by_document,21
89036,0:08.17,1.53,6.61,2,14,by_document,22
88852,0:08.25,1.63,6.61,2,14,by_document,23
89052,0:08.23,1.54,6.68,2,14,by_document,24
88904,0:08.18,1.57,6.6,2,14,by_document,25
88952,0:08.19,1.56,6.62,2,14,by_document,26
88952,0:08.21,1.58,6.62,2,14,by_document,27
89296,0:08.19,1.44,6.74,2,14,by_document,28
89176,0:08.27,1.61,6.66,2,14,by_document,29
88984,0:08.24,1.63,6.6,2,14,by_document,30
89440,0:08.28,1.74,6.53,2,15,by_document,1
89104,0:08.23,1.48,6.75,2,15,by_document,2
88996,0:08.16,1.55,6.6,2,15,by_document,3
89052,0:08.25,1.56,6.67,2,15,by_document,4
89204,0:08.32,1.6,6.71,2,15,by_document,5
88932,0:08.25,1.57,6.67,2,15,by_document,6
88848,0:08.23,1.55,6.67,2,15,by_document,7
89328,0:08.23,1.66,6.54,2,15,by_document,8
89048,0:08.21,1.62,6.58,2,15,by_document,9
88912,0:08.21,1.62,6.58,2,15,by_document,10
88928,0:08.14,1.63,6.5,2,15,by_document,11
89212,0:08.26,1.56,6.69,2,15,by_document,12
89376,0:08.29,1.5,6.79,2,15,by_document,13
88984,0:07.93,1.42,6.51,2,15,by_document,14
89116,0:07.67,1.44,6.22,2,15,by_document,15
88968,0:07.84,1.44,6.38,2,15,by_document,16
89044,0:07.60,1.47,6.12,2,15,by_document,17
88944,0:07.83,1.58,6.21,2,15,by_document,18
89040,0:07.62,1.41,6.2,2,15,by_document,19
89192,0:07.64,1.56,6.07,2,15,by_document,20
89028,0:07.70,1.45,6.24,2,15,by_document,21
88968,0:07.60,1.33,6.26,2,15,by_document,22
89364,0:07.80,1.52,6.28,2,15,by_document,23
89344,0:07.61,1.38,6.22,2,15,by_document,24
89228,0:07.63,1.36,6.27,2,15,by_document,25
88956,0:07.62,1.45,6.17,2,15,by_document,26
88916,0:07.68,1.42,6.25,2,15,by_document,27
89036,0:07.84,1.54,6.26,2,15,by_document,28
89396,0:07.65,1.53,6.1,2,15,by_document,29
89128,0:07.66,1.57,6.08,2,15,by_document,30
84340,0:01.21,0.04,1.16,2,1,by_term,1
84236,0:01.18,0.04,1.14,2,1,by_term,2
84224,0:01.20,0.06,1.13,2,1,by_term,3
84004,0:01.19,0.03,1.16,2,1,by_term,4
84420,0:01.19,0.02,1.17,2,1,by_term,5
84432,0:01.20,0.06,1.13,2,1,by_term,6
84264,0:01.19,0.04,1.15,2,1,by_term,7
83876,0:01.20,0.04,1.15,2,1,by_term,8
84404,0:01.19,0.04,1.14,2,1,by_term,9
84356,0:01.23,0.03,1.19,2,1,by_term,10
84228,0:01.21,0.04,1.17,2,1,by_term,11
84116,0:01.19,0.06,1.13,2,1,by_term,12
83792,0:01.20,0.02,1.18,2,1,by_term,13
83936,0:01.19,0.04,1.14,2,1,by_term,14
83848,0:01.20,0.05,1.13,2,1,by_term,15
83976,0:01.19,0.06,1.12,2,1,by_term,16
83896,0:01.19,0.03,1.15,2,1,by_term,17
84188,0:01.19,0.02,1.16,2,1,by_term,18
84000,0:01.21,0.03,1.18,2,1,by_term,19
83796,0:01.20,0.04,1.16,2,1,by_term,20
83888,0:01.22,0.04,1.17,2,1,by_term,21
84320,0:01.19,0.04,1.14,2,1,by_term,22
83952,0:01.19,0.04,1.14,2,1,by_term,23
84156,0:01.22,0.04,1.15,2,1,by_term,24
84388,0:01.18,0.04,1.12,2,1,by_term,25
83992,0:01.19,0.04,1.14,2,1,by_term,26
84240,0:01.19,0.05,1.13,2,1,by_term,27
84388,0:01.20,0.06,1.13,2,1,by_term,28
84408,0:01.20,0.06,1.13,2,1,by_term,29
84004,0:01.20,0.02,1.17,2,1,by_term,30
84304,0:01.20,0.04,1.14,2,2,by_term,1
84008,0:01.20,0.02,1.17,2,2,by_term,2
83808,0:01.22,0.03,1.19,2,2,by_term,3
84000,0:01.19,0.03,1.16,2,2,by_term,4
84388,0:01.20,0.05,1.14,2,2,by_term,5
84016,0:01.18,0.04,1.14,2,2,by_term,6
83936,0:01.22,0.05,1.16,2,2,by_term,7
84004,0:01.18,0.04,1.14,2,2,by_term,8
84252,0:01.20,0.04,1.15,2,2,by_term,9
84324,0:01.19,0.03,1.16,2,2,by_term,10
83928,0:01.19,0.04,1.14,2,2,by_term,11
84020,0:01.18,0.06,1.12,2,2,by_term,12
83972,0:01.22,0.03,1.18,2,2,by_term,13
83940,0:01.19,0.02,1.16,2,2,by_term,14
83804,0:01.20,0.03,1.15,2,2,by_term,15
83912,0:01.18,0.04,1.14,2,2,by_term,16
84340,0:01.19,0.03,1.16,2,2,by_term,17
83964,0:01.20,0.04,1.15,2,2,by_term,18
84356,0:01.19,0.04,1.15,2,2,by_term,19
84152,0:01.20,0.01,1.18,2,2,by_term,20
83972,0:01.20,0.03,1.16,2,2,by_term,21
83872,0:01.19,0.02,1.16,2,2,by_term,22
84100,0:01.21,0.08,1.12,2,2,by_term,23
83844,0:01.22,0.06,1.15,2,2,by_term,24
84136,0:01.19,0.03,1.16,2,2,by_term,25
84388,0:01.21,0.04,1.16,2,2,by_term,26
84068,0:01.22,0.02,1.18,2,2,by_term,27
83912,0:01.22,0.03,1.18,2,2,by_term,28
84248,0:01.22,0.04,1.18,2,2,by_term,29
84300,0:01.19,0.04,1.14,2,2,by_term,30
83932,0:01.21,0.04,1.16,2,3,by_term,1
84032,0:01.20,0.03,1.16,2,3,by_term,2
83900,0:01.20,0.04,1.14,2,3,by_term,3
83792,0:01.19,0.06,1.13,2,3,by_term,4
83964,0:01.19,0.05,1.13,2,3,by_term,5
83928,0:01.20,0.04,1.15,2,3,by_term,6
84056,0:01.21,0.06,1.14,2,3,by_term,7
83980,0:01.19,0.04,1.15,2,3,by_term,8
83960,0:01.20,0.01,1.18,2,3,by_term,9
83996,0:01.19,0.03,1.15,2,3,by_term,10
83956,0:01.20,0.04,1.14,2,3,by_term,11
83980,0:01.18,0.06,1.12,2,3,by_term,12
83912,0:01.19,0.03,1.15,2,3,by_term,13
84060,0:01.22,0.05,1.15,2,3,by_term,14
84344,0:01.20,0.04,1.14,2,3,by_term,15
84136,0:01.20,0.03,1.15,2,3,by_term,16
84064,0:01.19,0.04,1.15,2,3,by_term,17
84052,0:01.21,0.04,1.16,2,3,by_term,18
84284,0:01.21,0.04,1.17,2,3,by_term,19
84364,0:01.39,0.05,1.32,2,3,by_term,20
83932,0:01.20,0.04,1.15,2,3,by_term,21
83976,0:01.20,0.05,1.14,2,3,by_term,22
84268,0:01.27,0.07,1.19,2,3,by_term,23
84332,0:01.24,0.04,1.18,2,3,by_term,24
83964,0:01.22,0.04,1.18,2,3,by_term,25
83960,0:01.20,0.05,1.14,2,3,by_term,26
83964,0:01.20,0.02,1.17,2,3,by_term,27
84016,0:01.19,0.04,1.14,2,3,by_term,28
84008,0:01.19,0.04,1.14,2,3,by_term,29
83936,0:01.19,0.02,1.16,2,3,by_term,30
84000,0:01.18,0.05,1.12,2,4,by_term,1
84252,0:01.20,0.05,1.15,2,4,by_term,2
84248,0:01.20,0.04,1.16,2,4,by_term,3
84060,0:01.18,0.01,1.16,2,4,by_term,4
83996,0:01.19,0.04,1.14,2,4,by_term,5
83964,0:01.21,0.07,1.14,2,4,by_term,6
83864,0:01.18,0.04,1.14,2,4,by_term,7
84348,0:01.28,0.03,1.24,2,4,by_term,8
83980,0:01.37,0.04,1.32,2,4,by_term,9
84092,0:01.20,0.04,1.16,2,4,by_term,10
84316,0:01.18,0.03,1.14,2,4,by_term,11
83916,0:01.19,0.03,1.16,2,4,by_term,12
83752,0:01.20,0.06,1.13,2,4,by_term,13
83808,0:01.19,0.03,1.16,2,4,by_term,14
84012,0:01.19,0.03,1.15,2,4,by_term,15
84412,0:01.19,0.02,1.16,2,4,by_term,16
84008,0:01.20,0.04,1.16,2,4,by_term,17
83852,0:01.18,0.02,1.16,2,4,by_term,18
84000,0:01.19,0.04,1.14,2,4,by_term,19
84352,0:01.19,0.04,1.15,2,4,by_term,20
84128,0:01.18,0.06,1.12,2,4,by_term,21
83940,0:01.20,0.02,1.17,2,4,by_term,22
83924,0:01.20,0.04,1.15,2,4,by_term,23
84008,0:01.20,0.04,1.14,2,4,by_term,24
84252,0:01.19,0.05,1.12,2,4,by_term,25
83992,0:01.21,0.04,1.16,2,4,by_term,26
83956,0:01.18,0.05,1.12,2,4,by_term,27
84332,0:01.19,0.04,1.15,2,4,by_term,28
84364,0:01.19,0.02,1.16,2,4,by_term,29
83828,0:01.19,0.05,1.14,2,4,by_term,30
83824,0:01.17,0.04,1.13,2,5,by_term,1
83936,0:01.19,0.03,1.16,2,5,by_term,2
84344,0:01.20,0.04,1.15,2,5,by_term,3
84412,0:01.18,0.06,1.12,2,5,by_term,4
84036,0:01.18,0.05,1.13,2,5,by_term,5
83936,0:01.18,0.03,1.14,2,5,by_term,6
83996,0:01.18,0.04,1.14,2,5,by_term,7
84020,0:01.19,0.05,1.14,2,5,by_term,8
83820,0:01.19,0.03,1.14,2,5,by_term,9
83968,0:01.19,0.04,1.14,2,5,by_term,10
83996,0:01.18,0.02,1.15,2,5,by_term,11
83988,0:01.19,0.05,1.14,2,5,by_term,12
83768,0:01.19,0.06,1.12,2,5,by_term,13
84352,0:01.19,0.05,1.13,2,5,by_term,14
83860,0:01.19,0.06,1.12,2,5,by_term,15
84372,0:01.18,0.03,1.14,2,5,by_term,16
84412,0:01.19,0.03,1.15,2,5,by_term,17
83720,0:01.20,0.04,1.16,2,5,by_term,18
84008,0:01.19,0.06,1.13,2,5,by_term,19
83928,0:01.21,0.04,1.17,2,5,by_term,20
84212,0:01.19,0.06,1.13,2,5,by_term,21
84216,0:01.19,0.04,1.14,2,5,by_term,22
84228,0:01.19,0.03,1.15,2,5,by_term,23
84248,0:01.22,0.02,1.19,2,5,by_term,24
83812,0:01.19,0.04,1.14,2,5,by_term,25
84232,0:01.19,0.04,1.14,2,5,by_term,26
83720,0:01.18,0.02,1.15,2,5,by_term,27
83988,0:01.19,0.05,1.14,2,5,by_term,28
84020,0:01.22,0.04,1.16,2,5,by_term,29
83832,0:01.20,0.03,1.16,2,5,by_term,30
84400,0:01.19,0.02,1.16,2,6,by_term,1
84252,0:01.19,0.06,1.13,2,6,by_term,2
84244,0:01.18,0.06,1.11,2,6,by_term,3
84000,0:01.20,0.04,1.16,2,6,by_term,4
84084,0:01.20,0.05,1.14,2,6,by_term,5
83988,0:01.20,0.05,1.15,2,6,by_term,6
84024,0:01.21,0.04,1.17,2,6,by_term,7
83972,0:01.19,0.06,1.12,2,6,by_term,8
83836,0:01.20,0.02,1.17,2,6,by_term,9
84240,0:01.19,0.02,1.16,2,6,by_term,10
84364,0:01.18,0.04,1.13,2,6,by_term,11
83796,0:01.18,0.04,1.14,2,6,by_term,12
84288,0:01.19,0.05,1.13,2,6,by_term,13
84012,0:01.20,0.05,1.14,2,6,by_term,14
83788,0:01.19,0.03,1.15,2,6,by_term,15
84028,0:01.19,0.04,1.14,2,6,by_term,16
83956,0:01.19,0.04,1.14,2,6,by_term,17
83956,0:01.20,0.07,1.12,2,6,by_term,18
83776,0:01.18,0.06,1.12,2,6,by_term,19
84204,0:01.19,0.06,1.12,2,6,by_term,20
83928,0:01.19,0.04,1.14,2,6,by_term,21
84244,0:01.19,0.08,1.1,2,6,by_term,22
84216,0:01.19,0.04,1.14,2,6,by_term,23
84424,0:01.18,0.04,1.13,2,6,by_term,24
84012,0:01.19,0.04,1.15,2,6,by_term,25
84412,0:01.23,0.02,1.2,2,6,by_term,26
84128,0:01.19,0.04,1.14,2,6,by_term,27
83952,0:01.18,0.03,1.14,2,6,by_term,28
83956,0:01.21,0.05,1.15,2,6,by_term,29
84052,0:01.19,0.05,1.14,2,6,by_term,30
84256,0:01.19,0.06,1.12,2,7,by_term,1
84060,0:01.18,0.04,1.14,2,7,by_term,2
83868,0:01.18,0.04,1.13,2,7,by_term,3
83940,0:01.19,0.04,1.13,2,7,by_term,4
84000,0:01.18,0.03,1.14,2,7,by_term,5
84368,0:01.20,0.03,1.16,2,7,by_term,6
84392,0:01.19,0.03,1.16,2,7,by_term,7
84028,0:01.19,0.06,1.13,2,7,by_term,8
83788,0:01.20,0.05,1.14,2,7,by_term,9
84008,0:01.21,0.03,1.17,2,7,by_term,10
84020,0:01.21,0.04,1.17,2,7,by_term,11
84336,0:01.19,0.05,1.13,2,7,by_term,12
83968,0:01.19,0.05,1.14,2,7,by_term,13
83860,0:01.20,0.04,1.15,2,7,by_term,14
83848,0:01.18,0.02,1.15,2,7,by_term,15
83816,0:01.21,0.04,1.16,2,7,by_term,16
84244,0:01.20,0.05,1.15,2,7,by_term,17
84232,0:01.21,0.04,1.16,2,7,by_term,18
84164,0:01.19,0.04,1.14,2,7,by_term,19
83956,0:01.21,0.04,1.16,2,7,by_term,20
84204,0:01.21,0.04,1.16,2,7,by_term,21
84340,0:01.18,0.04,1.13,2,7,by_term,22
84028,0:01.19,0.06,1.12,2,7,by_term,23
83976,0:01.18,0.02,1.15,2,7,by_term,24
83836,0:01.19,0.05,1.13,2,7,by_term,25
84324,0:01.19,0.03,1.16,2,7,by_term,26
83980,0:01.19,0.04,1.14,2,7,by_term,27
83996,0:01.20,0.04,1.15,2,7,by_term,28
83964,0:01.20,0.04,1.15,2,7,by_term,29
84016,0:01.23,0.04,1.19,2,7,by_term,30
84364,0:01.21,0.04,1.16,2,8,by_term,1
84000,0:01.17,0.04,1.13,2,8,by_term,2
83720,0:01.19,0.04,1.14,2,8,by_term,3
83972,0:01.21,0.02,1.18,2,8,by_term,4
84352,0:01.20,0.03,1.15,2,8,by_term,5
84408,0:01.19,0.04,1.14,2,8,by_term,6
84208,0:01.20,0.03,1.17,2,8,by_term,7
83788,0:01.19,0.03,1.15,2,8,by_term,8
83892,0:01.21,0.03,1.16,2,8,by_term,9
84000,0:01.19,0.05,1.14,2,8,by_term,10
83984,0:01.22,0.04,1.17,2,8,by_term,11
84276,0:01.18,0.02,1.16,2,8,by_term,12
83988,0:01.20,0.05,1.15,2,8,by_term,13
84040,0:01.19,0.04,1.14,2,8,by_term,14
84396,0:01.20,0.07,1.12,2,8,by_term,15
84360,0:01.20,0.05,1.14,2,8,by_term,16
84448,0:01.19,0.05,1.13,2,8,by_term,17
83976,0:01.21,0.03,1.18,2,8,by_term,18
84124,0:01.21,0.05,1.14,2,8,by_term,19
83784,0:01.22,0.04,1.17,2,8,by_term,20
83852,0:01.18,0.04,1.14,2,8,by_term,21
84000,0:01.19,0.04,1.14,2,8,by_term,22
83956,0:01.19,0.05,1.14,2,8,by_term,23
84024,0:01.18,0.04,1.14,2,8,by_term,24
83832,0:01.18,0.05,1.13,2,8,by_term,25
83988,0:01.21,0.04,1.16,2,8,by_term,26
84424,0:01.18,0.02,1.15,2,8,by_term,27
83872,0:01.19,0.04,1.14,2,8,by_term,28
83932,0:01.19,0.04,1.14,2,8,by_term,29
84116,0:01.18,0.05,1.12,2,8,by_term,30
83952,0:01.19,0.05,1.13,2,9,by_term,1
84272,0:01.18,0.05,1.13,2,9,by_term,2
84008,0:01.18,0.05,1.13,2,9,by_term,3
83824,0:01.19,0.07,1.11,2,9,by_term,4
84252,0:01.19,0.05,1.12,2,9,by_term,5
83972,0:01.19,0.04,1.15,2,9,by_term,6
83840,0:01.20,0.04,1.16,2,9,by_term,7
84344,0:01.18,0.04,1.14,2,9,by_term,8
83840,0:01.18,0.04,1.13,2,9,by_term,9
84232,0:01.19,0.04,1.14,2,9,by_term,10
83980,0:01.21,0.03,1.17,2,9,by_term,11
84044,0:01.19,0.04,1.14,2,9,by_term,12
83848,0:01.19,0.04,1.14,2,9,by_term,13
83832,0:01.17,0.04,1.13,2,9,by_term,14
84276,0:01.19,0.03,1.15,2,9,by_term,15
83836,0:01.22,0.04,1.17,2,9,by_term,16
83900,0:01.19,0.07,1.1,2,9,by_term,17
84004,0:01.19,0.05,1.14,2,9,by_term,18
83996,0:01.18,0.03,1.14,2,9,by_term,19
84024,0:01.19,0.03,1.16,2,9,by_term,20
83996,0:01.18,0.06,1.12,2,9,by_term,21
83976,0:01.18,0.05,1.12,2,9,by_term,22
84392,0:01.19,0.04,1.14,2,9,by_term,23
83896,0:01.21,0.06,1.14,2,9,by_term,24
84004,0:01.19,0.05,1.13,2,9,by_term,25
83984,0:01.18,0.04,1.14,2,9,by_term,26
84228,0:01.18,0.02,1.15,2,9,by_term,27
84336,0:01.19,0.04,1.14,2,9,by_term,28
84064,0:01.21,0.07,1.13,2,9,by_term,29
84224,0:01.19,0.04,1.14,2,9,by_term,30
84260,0:01.19,0.04,1.14,2,10,by_term,1
83944,0:01.18,0.05,1.11,2,10,by_term,2
83908,0:01.22,0.04,1.18,2,10,by_term,3
84440,0:01.19,0.07,1.1,2,10,by_term,4
84004,0:01.20,0.03,1.16,2,10,by_term,5
84404,0:01.20,0.06,1.12,2,10,by_term,6
83920,0:01.19,0.04,1.13,2,10,by_term,7
84220,0:01.19,0.05,1.14,2,10,by_term,8
84148,0:01.19,0.04,1.14,2,10,by_term,9
83840,0:01.19,0.04,1.15,2,10,by_term,10
83944,0:01.22,0.05,1.16,2,10,by_term,11
83936,0:01.18,0.02,1.16,2,10,by_term,12
84052,0:01.20,0.04,1.15,2,10,by_term,13
84232,0:01.18,0.07,1.11,2,10,by_term,14
84364,0:01.20,0.04,1.15,2,10,by_term,15
83988,0:01.19,0.05,1.13,2,10,by_term,16
83996,0:01.20,0.06,1.13,2,10,by_term,17
84056,0:01.20,0.03,1.16,2,10,by_term,18
83992,0:01.20,0.05,1.14,2,10,by_term,19
84244,0:01.21,0.05,1.14,2,10,by_term,20
83940,0:01.18,0.06,1.11,2,10,by_term,21
84012,0:01.19,0.07,1.11,2,10,by_term,22
84004,0:01.19,0.03,1.16,2,10,by_term,23
84300,0:01.20,0.04,1.16,2,10,by_term,24
84216,0:01.19,0.03,1.16,2,10,by_term,25
84252,0:01.20,0.05,1.14,2,10,by_term,26
83932,0:01.19,0.04,1.15,2,10,by_term,27
83948,0:01.21,0.03,1.16,2,10,by_term,28
83968,0:01.19,0.02,1.16,2,10,by_term,29
83860,0:01.19,0.05,1.14,2,10,by_term,30
84168,0:01.19,0.04,1.15,2,11,by_term,1
84040,0:01.19,0.06,1.13,2,11,by_term,2
83964,0:01.19,0.06,1.12,2,11,by_term,3
83988,0:01.19,0.02,1.16,2,11,by_term,4
84144,0:01.19,0.04,1.15,2,11,by_term,5
84232,0:01.22,0.02,1.19,2,11,by_term,6
84120,0:01.19,0.04,1.14,2,11,by_term,7
84332,0:01.20,0.05,1.14,2,11,by_term,8
83804,0:01.20,0.04,1.14,2,11,by_term,9
83996,0:01.21,0.06,1.13,2,11,by_term,10
83972,0:01.19,0.04,1.14,2,11,by_term,11
84048,0:01.19,0.04,1.14,2,11,by_term,12
84032,0:01.20,0.04,1.15,2,11,by_term,13
84112,0:01.20,0.06,1.12,2,11,by_term,14
84008,0:01.20,0.05,1.15,2,11,by_term,15
84060,0:01.20,0.05,1.14,2,11,by_term,16
84256,0:01.20,0.05,1.14,2,11,by_term,17
83812,0:01.19,0.04,1.14,2,11,by_term,18
84004,0:01.23,0.04,1.18,2,11,by_term,19
83944,0:01.19,0.04,1.14,2,11,by_term,20
84204,0:01.20,0.06,1.12,2,11,by_term,21
84408,0:01.19,0.06,1.13,2,11,by_term,22
84140,0:01.19,0.02,1.16,2,11,by_term,23
83744,0:01.19,0.04,1.15,2,11,by_term,24
83760,0:01.18,0.04,1.13,2,11,by_term,25
84060,0:01.21,0.06,1.14,2,11,by_term,26
84208,0:01.18,0.03,1.14,2,11,by_term,27
83980,0:01.19,0.06,1.13,2,11,by_term,28
83968,0:01.19,0.04,1.14,2,11,by_term,29
84000,0:01.27,0.05,1.21,2,11,by_term,30
83904,0:01.18,0.03,1.13,2,12,by_term,1
84076,0:01.19,0.03,1.15,2,12,by_term,2
84368,0:01.19,0.04,1.15,2,12,by_term,3
83932,0:01.18,0.08,1.1,2,12,by_term,4
83952,0:01.18,0.07,1.1,2,12,by_term,5
84140,0:01.18,0.04,1.14,2,12,by_term,6
84000,0:01.20,0.06,1.13,2,12,by_term,7
83800,0:01.19,0.02,1.16,2,12,by_term,8
83948,0:01.22,0.04,1.17,2,12,by_term,9
83948,0:01.20,0.04,1.14,2,12,by_term,10
83956,0:01.19,0.04,1.14,2,12,by_term,11
84452,0:01.20,0.07,1.12,2,12,by_term,12
83836,0:01.18,0.05,1.12,2,12,by_term,13
84144,0:01.20,0.03,1.16,2,12,by_term,14
84320,0:01.20,0.04,1.14,2,12,by_term,15
83920,0:01.19,0.04,1.15,2,12,by_term,16
84024,0:01.19,0.04,1.15,2,12,by_term,17
84272,0:01.19,0.03,1.15,2,12,by_term,18
84112,0:01.19,0.04,1.14,2,12,by_term,19
84348,0:01.21,0.06,1.14,2,12,by_term,20
