word,doc_id:freq
esquecidos,"[(91, 1)]"
aliás,"[(91, 1), (155, 1), (188, 2), (232, 1)]"
premia,"[(91, 1)]"
Personalidades,"[(91, 1)]"
discriminam,"[(91, 1)]"
tocam,"[(91, 1)]"
recebem,"[(91, 1), (95, 1), (108, 1), (132, 2), (138, 1), (139, 1), (162, 1), (196, 1), (202, 1), (209, 1), (234, 1), (238, 1)]"
promoções,"[(91, 1), (222, 2)]"
assinam,"[(91, 1)]"
descolam,"[(91, 1)]"
patrocinadores,"[(91, 1), (108, 1), (242, 1)]"
elegem,"[(91, 1)]"
ofendem,"[(91, 1), (165, 1)]"
posar,"[(91, 1)]"
patriotas,"[(91, 1)]"
toleram,"[(91, 1)]"
preconceituosas,"[(91, 1), (213, 1)]"
racista,"[(91, 1), (121, 1), (238, 1)]"
macaco,"[(91, 1), (197, 1)]"
envergonha,"[(91, 1)]"
comentarista,"[(91, 1), (148, 1)]"
Tigo,"[(91, 1)]"
Sports,"[(91, 1), (242, 1)]"
transmissão,"[(91, 1), (97, 1), (100, 1), (107, 1), (123, 1), (184, 1), (196, 2), (202, 2), (229, 1), (236, 3)]"
sórdido,"[(91, 1)]"
recriminar,"[(91, 1)]"
escolhem,"[(91, 1), (172, 1)]"
profissão,"[(91, 2), (121, 1), (211, 1)]"
metendo,"[(91, 1)]"
exclusividade,"[(91, 1), (101, 1), (117, 1), (129, 1), (193, 1)]"
vizinhos,"[(91, 1), (104, 1), (132, 1), (149, 1), (150, 1), (164, 2), (165, 1)]"
ex-jogadores,"[(91, 1)]"
Abandonar,"[(91, 1)]"
intolerância,"[(91, 1), (119, 1)]"
ganeses,"[(91, 1)]"
Prince,"[(91, 1), (121, 1), (197, 1)]"
Boateng,"[(91, 1), (121, 1)]"
Sulley,"[(91, 1)]"
Muntari,"[(91, 1)]"
agressores,"[(91, 1), (229, 2)]"
rivalidades,"[(91, 1)]"
Ofensas,"[(91, 1)]"
admitidas,"[(91, 1)]"
preconceito,"[(91, 1), (101, 1), (164, 1)]"
homenageou,"[(92, 1), (150, 1)]"
inestimável,"[(92, 1)]"
jesuíta,"[(92, 3)]"
Oliva,"[(92, 12), (200, 3)]"
Pa,"[(92, 1)]"
í,"[(92, 8)]"
paizinho,"[(92, 1)]"
guarani,"[(92, 1)]"
pa,"[(92, 7)]"
Paco,"[(92, 1)]"
Sevilha,"[(92, 1)]"
natal,"[(92, 1), (197, 1), (242, 1)]"
Huelva,"[(92, 2)]"
símbolo,"[(92, 1), (95, 1), (109, 1), (136, 1), (173, 1), (211, 1)]"
1946,"[(92, 1), (128, 1), (177, 1), (188, 1)]"
instalou,"[(92, 1), (213, 1), (243, 1)]"
naturalizou,"[(92, 1)]"
prendeu,"[(92, 1), (161, 1), (203, 1), (243, 1)]"
lancha,"[(92, 1), (222, 1)]"
ajudando,"[(92, 2), (209, 1), (216, 1)]"
imigrantes,"[(92, 1), (121, 1), (162, 1), (172, 1)]"
paraguaios,"[(92, 1)]"
vigiado,"[(92, 1), (172, 1)]"
anglicana,"[(92, 1)]"
sequestrar,"[(92, 1), (223, 2)]"
encontraram,"[(92, 1), (151, 1), (155, 1), (168, 1), (210, 1), (243, 1)]"
constantes,"[(92, 1), (93, 1), (165, 2), (183, 1)]"
Bergoglio,"[(92, 2)]"
abraçaram,"[(92, 1)]"
Nicarágua,"[(92, 1)]"
Sandinista,"[(92, 1)]"
religioso,"[(92, 2), (163, 1), (172, 1)]"
lições,"[(92, 1), (156, 1)]"
serviriam,"[(92, 1)]"
Voltou,"[(92, 1)]"
guerreando,"[(92, 1)]"
juventude,"[(92, 2), (158, 1), (165, 1), (174, 1)]"
escutar,"[(92, 1), (210, 1)]"
incansável,"[(92, 1)]"
Fé,"[(92, 1)]"
Alegria,"[(92, 1)]"
coluna,"[(92, 1), (155, 1)]"
semanal,"[(92, 1), (236, 1)]"
cívica,"[(92, 1), (101, 1)]"
Costuma,"[(92, 1)]"
vestir,"[(92, 1), (116, 1)]"
camisas,"[(92, 1), (117, 1)]"
óculos,"[(92, 1), (248, 1)]"
sandálias,"[(92, 1)]"
bengala,"[(92, 1)]"
mede,"[(92, 1), (95, 1), (109, 1), (202, 1), (242, 1)]"
segura,"[(92, 1), (132, 1), (164, 1)]"
encara,"[(92, 1)]"
respeitoso,"[(92, 1)]"
conciliador,"[(92, 1)]"
gritou,"[(92, 1), (243, 1)]"
necrotério,"[(92, 1)]"
centímetros,"[(92, 1), (174, 2)]"
escudos,"[(92, 1)]"
guardavam,"[(92, 1)]"
manifestantes,"[(92, 2), (149, 1), (165, 1), (215, 5), (229, 1), (237, 2), (245, 1)]"
pediam,"[(92, 1)]"
parente,"[(92, 1), (101, 1)]"
remoto,"[(92, 1), (181, 1), (244, 1)]"
sentirão,"[(92, 1)]"
Bañado,"[(92, 1)]"
Sur,"[(92, 1)]"
humildes,"[(92, 1), (98, 1)]"
paróquia,"[(92, 1)]"
formando,"[(92, 1), (238, 1)]"
educando,"[(92, 1)]"
emblemáticos,"[(92, 1), (222, 1)]"
Jovem,"[(92, 1), (123, 1)]"
ensinar,"[(92, 1), (129, 2), (153, 1), (157, 1), (173, 1), (202, 1)]"
pescar,"[(92, 1)]"
privatizado,"[(92, 1)]"
célebres,"[(92, 1)]"
apostolado,"[(92, 1)]"
entramos,"[(92, 1), (177, 1), (210, 1)]"
Mariluz,"[(92, 1)]"
Martín,"[(92, 1), (124, 2), (163, 1), (192, 1)]"
conviveu,"[(92, 1), (150, 1)]"
Defendo,"[(92, 1), (110, 1)]"
elétrica,"[(92, 1), (96, 1), (97, 2), (98, 1)]"
alimentação,"[(92, 1), (202, 1)]"
empenhado,"[(92, 1), (195, 1), (234, 1)]"
escolhi,"[(92, 1)]"
afunde,"[(92, 1)]"
Aceitei,"[(92, 1)]"
conciliadora,"[(92, 1), (106, 1)]"
criando,"[(92, 1), (165, 1), (210, 1)]"
luzes,"[(93, 1), (107, 1), (189, 1), (198, 1)]"
iluminam,"[(93, 1)]"
horizonte,"[(93, 1), (126, 1), (166, 1), (173, 1), (182, 1), (209, 1)]"
nasce,"[(93, 1), (150, 1)]"
atracar,"[(93, 1)]"
costa,"[(93, 1), (193, 2), (210, 1)]"
parados,"[(93, 1)]"
descartados,"[(93, 1), (231, 1)]"
discutem,"[(93, 1)]"
descarregam,"[(93, 1)]"
pesca,"[(93, 1)]"
empilham,"[(93, 1)]"
ferros-velhos,"[(93, 1)]"
desmontados,"[(93, 1)]"
aproveitadas,"[(93, 1)]"
papelões,"[(93, 2)]"
queimar,"[(93, 1), (156, 1)]"
divulgou,"[(93, 1)]"
54,"[(93, 1), (94, 1), (98, 1), (114, 1)]"
reciclagem,"[(93, 1)]"
burro,"[(93, 1)]"
vê-los,"[(93, 1)]"
rebocando,"[(93, 1)]"
carroças,"[(93, 1)]"
enchem,"[(93, 1)]"
carregando,"[(93, 1), (229, 1)]"
mochilas,"[(93, 1)]"
Estatísticas,"[(93, 1)]"
analfabetos,"[(93, 1)]"
palestinas,"[(93, 1), (245, 2)]"
brincam,"[(93, 2)]"
'árabes,"[(93, 1)]"
periferias,"[(93, 1), (150, 3), (164, 1), (172, 1), (237, 1)]"
queimavam,"[(93, 1)]"
preparavam,"[(93, 1)]"
trincheiras,"[(93, 1)]"
lançavam,"[(93, 1)]"
areia,"[(93, 1), (186, 1), (195, 1)]"
costeira,"[(93, 1)]"
quadrados,"[(93, 1), (150, 1), (203, 1), (248, 1)]"
situada,"[(93, 1)]"
Península,"[(93, 1)]"
Sinai,"[(93, 1)]"
abriga,"[(93, 1), (136, 2)]"
cercas,"[(93, 1)]"
visível,"[(93, 1), (101, 1), (151, 1), (153, 1), (197, 1), (248, 1)]"
Egito,"[(93, 1), (187, 2), (245, 1), (248, 1)]"
subdesenvolvida,"[(93, 1)]"
Venice,"[(93, 1)]"
Beach,"[(93, 1)]"
gloriosas,"[(93, 1)]"
calçadas,"[(93, 1)]"
banhistas,"[(93, 1)]"
patinadores,"[(93, 1)]"
desmoronados,"[(93, 1)]"
pilhas,"[(93, 1)]"
beduínos,"[(93, 1)]"
desfilam,"[(93, 1)]"
camelos,"[(93, 2), (159, 1)]"
contratam,"[(93, 1), (188, 1)]"
entreter,"[(93, 1)]"
convertem,"[(93, 1), (107, 1), (189, 1)]"
governada,"[(93, 1), (116, 1)]"
islamista,"[(93, 1)]"
Hamas,"[(93, 3), (100, 1), (245, 5)]"
retirou,"[(93, 1), (102, 1)]"
colonos,"[(93, 1)]"
perímetro,"[(93, 1)]"
egípcios,"[(93, 2)]"
torres,"[(93, 1)]"
Habitantes,"[(93, 1)]"
residentes,"[(93, 1), (107, 2), (172, 1), (248, 1)]"
lembram,"[(93, 1), (98, 1), (187, 1)]"
nostalgia,"[(93, 1), (171, 3), (175, 1), (177, 4)]"
projetavam,"[(93, 1)]"
cinemas,"[(93, 1), (123, 1), (189, 1)]"
islamistas,"[(93, 1)]"
fundamentalistas,"[(93, 1), (179, 1)]"
incendiar,"[(93, 1)]"
entretenimento,"[(93, 1)]"
esvaziam,"[(93, 1)]"
salas,"[(93, 1), (129, 1), (148, 1), (156, 2), (185, 2), (189, 2)]"
bilhar,"[(93, 1)]"
padarias,"[(93, 1)]"
operando,"[(93, 1)]"
escuridão,"[(93, 1)]"
fotógrafo,"[(93, 1), (180, 1), (223, 1), (229, 1)]"
advertido,"[(93, 1)]"
transeuntes,"[(93, 1)]"
fotografar,"[(93, 1)]"
postos,"[(93, 1), (134, 1), (135, 2), (238, 1), (247, 1)]"
tenso,"[(93, 1), (97, 1), (248, 1)]"
mortal,"[(93, 1)]"
papelão,"[(93, 1)]"
aquecerem,"[(93, 1)]"
amanhecer,"[(93, 1), (245, 1)]"
fila,"[(94, 1), (136, 1), (177, 2), (231, 3), (248, 1)]"
impactante,"[(94, 1)]"
multidão,"[(94, 1)]"
caixão,"[(94, 2)]"
ditador,"[(94, 6), (149, 2), (150, 1), (165, 1), (174, 1), (180, 1)]"
procissão,"[(94, 1)]"
desfilado,"[(94, 1)]"
Pinochet,"[(94, 7), (164, 1), (165, 3), (207, 1), (237, 1)]"
pétalas,"[(94, 1)]"
rosas,"[(94, 1)]"
desprezo,"[(94, 2), (98, 1), (121, 2), (134, 1), (166, 1), (171, 1), (172, 1)]"
velório,"[(94, 1), (225, 1)]"
cartão-postal,"[(94, 1)]"
Vivianne,"[(94, 1)]"
Banlot,"[(94, 1)]"
Michelle,"[(94, 1), (150, 1), (197, 1), (215, 1)]"
Bachelet,"[(94, 1)]"
parque,"[(94, 1), (98, 1), (110, 1), (113, 1), (146, 1), (237, 2)]"
funeral,"[(94, 1), (176, 1), (194, 1)]"
tornasse,"[(94, 1)]"
pinochetistas,"[(94, 1)]"
Allende,"[(94, 2)]"
regido,"[(94, 1)]"
suscita,"[(94, 1), (127, 1)]"
paixões,"[(94, 1), (197, 1), (229, 1)]"
Moneda,"[(94, 2)]"
chileno,"[(94, 1), (164, 1), (165, 1), (207, 1)]"
distanciar,"[(94, 1), (178, 1), (207, 1)]"
repudiou,"[(94, 1)]"
lesa,"[(94, 1), (222, 1)]"
humanidade,"[(94, 1), (113, 1), (150, 1), (165, 2), (168, 1), (187, 1), (193, 1), (197, 1), (222, 3)]"
Piñera,"[(94, 8), (165, 2), (207, 2)]"
1973-1990,"[(94, 1)]"
acumulou,"[(94, 1), (127, 1)]"
impunidade,"[(94, 1), (170, 1)]"
reservaram,"[(94, 1)]"
Kast,"[(94, 1)]"
UDI,"[(94, 2)]"
Urrutia,"[(94, 4)]"
exaltava,"[(94, 1)]"
prometer,"[(94, 1)]"
indultaria,"[(94, 1)]"
injustamente,"[(94, 1), (130, 2), (155, 1)]"
Seguiu,"[(94, 1)]"
surfar,"[(94, 1)]"
antipolítica,"[(94, 1)]"
varreu,"[(94, 1), (156, 1)]"
Guillier,"[(94, 1)]"
reduzidos,"[(94, 1), (122, 1)]"
portadores,"[(94, 1)]"
Ignacion,"[(94, 1)]"
reparações,"[(94, 1), (164, 1)]"
perseguidos,"[(94, 1), (227, 1)]"
calam,"[(94, 1), (184, 1)]"
polos,"[(94, 1), (138, 1)]"
Larraín,"[(94, 1)]"
revelam,"[(94, 1)]"
Blumel,"[(94, 1)]"
externar,"[(94, 1)]"
infeliz,"[(94, 1)]"
cruel,"[(94, 1), (95, 1), (183, 2), (198, 1)]"
fere,"[(94, 1), (216, 1)]"
delicado,"[(94, 1), (143, 1), (207, 1), (216, 1)]"
repúdio,"[(94, 1), (164, 1), (168, 1), (215, 1), (229, 1)]"
chilenos,"[(94, 3), (165, 5), (237, 1)]"
hostil,"[(94, 1), (216, 1)]"
encarregou-se,"[(94, 1)]"
compartilho,"[(94, 1), (207, 1)]"
citadas,"[(94, 1), (186, 1), (205, 1), (207, 1), (246, 1)]"
osso,"[(94, 1), (165, 2), (185, 1), (207, 1)]"
ilustrava,"[(94, 1), (186, 1), (207, 1)]"
zombava,"[(94, 1), (207, 1)]"
procurava,"[(94, 1)]"
enterrados,"[(94, 1), (193, 3), (207, 1)]"
aperfeiçoou,"[(94, 1)]"
inclusão,"[(94, 1), (107, 1), (119, 1), (138, 1), (220, 1)]"
Cristóbal,"[(94, 1)]"
Rovira,"[(94, 1)]"
Kaltwasser,"[(94, 2)]"
Portales,"[(94, 1)]"
pós,"[(94, 1), (161, 1)]"
enaltecidas,"[(94, 1)]"
exigindo,"[(94, 1), (113, 1)]"
gratuidade,"[(94, 1), (210, 1)]"
sangue,"[(95, 1), (98, 1), (150, 1), (153, 1), (159, 1), (162, 1), (165, 2), (168, 1), (223, 2), (225, 1)]"
suor,"[(95, 1)]"
aguentar,"[(95, 1)]"
aguento,"[(95, 1)]"
urbana,"[(95, 2), (106, 1), (193, 1), (200, 1)]"
percentuais,"[(95, 1), (107, 2), (122, 2), (129, 1), (137, 1), (224, 1), (235, 1)]"
Macri,"[(95, 5)]"
herdado,"[(95, 1), (106, 1)]"
contínua,"[(95, 1), (202, 1), (247, 1)]"
desvalorização,"[(95, 1), (128, 1)]"
sacrifícios,"[(95, 1), (132, 1)]"
sólido,"[(95, 1)]"
Estatística,"[(95, 1), (126, 1)]"
Censos,"[(95, 1)]"
argentinas,"[(95, 1)]"
assentamentos,"[(95, 1)]"
carências,"[(95, 1)]"
moradia,"[(95, 1), (157, 1), (196, 3)]"
recém-publicado,"[(95, 1)]"
indigência,"[(95, 1)]"
progresso,"[(95, 1)]"
desvaneceu,"[(95, 1)]"
desenfreada,"[(95, 1), (172, 1)]"
modestos,"[(95, 1)]"
item,"[(95, 1)]"
bruto,"[(95, 1), (140, 1), (143, 1), (196, 1)]"
degradação,"[(95, 1), (154, 2), (171, 1)]"
descola,"[(95, 1)]"
constitui,"[(95, 1), (131, 1)]"
remuneram,"[(95, 1)]"
Leliqs,"[(95, 1)]"
garantem,"[(95, 1), (238, 1)]"
poupadores,"[(95, 1)]"
conseguem,"[(95, 1), (139, 1), (150, 1), (153, 1), (155, 1), (215, 1), (220, 1)]"
deterioração,"[(95, 1), (111, 1), (124, 1), (187, 1)]"
externa,"[(95, 1), (104, 1), (106, 1), (128, 1), (131, 1), (149, 1), (165, 1), (238, 1)]"
desbloqueia,"[(95, 1)]"
confiando,"[(95, 1)]"
procedentes,"[(95, 1), (121, 1), (172, 1), (248, 1)]"
ingressarão,"[(95, 1)]"
remessas,"[(95, 1)]"
agrária,"[(95, 1), (164, 1)]"
diminuirá,"[(95, 1)]"
recessivo,"[(95, 1)]"
estima-se,"[(95, 1), (139, 1)]"
contração,"[(95, 1), (107, 1), (131, 1)]"
Dificilmente,"[(95, 1)]"
argentinos,"[(95, 2), (108, 1), (119, 2), (168, 2), (223, 1)]"
começarão,"[(95, 1), (138, 1)]"
notar,"[(95, 1), (107, 1)]"
supere,"[(95, 1), (168, 1), (173, 1)]"
válidos,"[(95, 1)]"
Rosada,"[(95, 1), (168, 1)]"
Peña,"[(95, 1), (203, 1)]"
Cristina,"[(95, 1), (167, 1), (187, 1), (189, 1), (206, 3), (215, 2), (216, 1)]"
Kirchner,"[(95, 1), (168, 1)]"
impopular,"[(95, 1), (165, 1)]"
eventual,"[(95, 1), (105, 1), (172, 1), (204, 1), (205, 1)]"
antecessora,"[(95, 1)]"
preferirão,"[(95, 1)]"
churchilliano,"[(95, 1)]"
insistência,"[(95, 2), (172, 1), (237, 1)]"
austeras,"[(95, 1)]"
atalhos,"[(95, 1), (197, 1)]"
catastróficas,"[(95, 1)]"
empenho,"[(95, 1), (187, 1), (204, 1), (234, 1), (239, 1)]"
recompensados,"[(95, 1)]"
agradecer,"[(95, 1)]"
dói,"[(95, 1)]"
começará,"[(96, 1), (99, 1)]"
Síria,"[(96, 2), (187, 1), (244, 4), (248, 15)]"
650,"[(96, 2)]"
aceitará,"[(96, 1)]"
interferências,"[(96, 2)]"
coincide,"[(96, 1), (103, 1), (107, 1), (180, 1)]"
reivindicação,"[(96, 1), (187, 1), (189, 1), (216, 1)]"
estimativa,"[(96, 1), (126, 1), (137, 1), (142, 1)]"
comprometemos,"[(96, 1)]"
Federação,"[(96, 1), (224, 1), (241, 1)]"
Sociedades,"[(96, 1)]"
Vermelha,"[(96, 4)]"
Crescente,"[(96, 1)]"
Vermelho,"[(96, 1)]"
FICR,"[(96, 1)]"
Rocca,"[(96, 4)]"
gravíssima,"[(96, 1)]"
sofrida,"[(96, 1), (160, 1)]"
considerá-lo,"[(96, 1)]"
estrangeira,"[(96, 1), (98, 2), (107, 1), (149, 1)]"
encoberta,"[(96, 1)]"
admitir,"[(96, 1), (110, 1), (112, 1), (149, 1), (196, 2), (222, 1)]"
carregamentos,"[(96, 1)]"
acumulados,"[(96, 1)]"
cumpram,"[(96, 1)]"
protocolos,"[(96, 1), (196, 1), (225, 1)]"
anuncio,"[(96, 1)]"
estaremos,"[(96, 1), (152, 1), (201, 1)]"
apoios,"[(96, 1), (204, 1)]"
paramos,"[(96, 1), (215, 1)]"
elétrico,"[(96, 1), (97, 1), (98, 1), (135, 3)]"
preparar,"[(96, 1), (108, 1), (109, 1), (157, 1), (232, 1)]"
cessar,"[(96, 1)]"
respeitarem,"[(96, 1)]"
discutido,"[(96, 1), (126, 1), (224, 2)]"
auxiliadas,"[(96, 1)]"
iremos,"[(96, 1), (215, 1)]"
pronunciamento,"[(96, 1), (214, 1)]"
Baltazar,"[(96, 1)]"
Porras,"[(96, 1)]"
destinadas,"[(96, 1)]"
incluem,"[(96, 1), (135, 1), (149, 2), (195, 1), (210, 1), (246, 1)]"
usinas,"[(96, 1)]"
apagões,"[(96, 1)]"
antibióticos,"[(96, 1)]"
cirúrgico,"[(96, 1)]"
morram,"[(96, 1)]"
regem,"[(96, 1)]"
humanitário,"[(96, 1)]"
imparcial,"[(96, 1)]"
aceitaremos,"[(96, 1)]"
Pizarro,"[(96, 2)]"
Ajuda,"[(96, 1)]"
Humanitária,"[(96, 1)]"
continuarão,"[(96, 1)]"
conversando,"[(96, 1)]"
ativados,"[(96, 1)]"
humanitários,"[(96, 1)]"
manterão,"[(96, 1)]"
respeitosos,"[(96, 1)]"
denúncia,"[(96, 1), (114, 2), (148, 1), (201, 1), (222, 4), (229, 1), (241, 1)]"
entrará,"[(96, 1), (107, 1), (211, 1), (218, 1)]"
auxiliar,"[(96, 1), (196, 1)]"
voluntários,"[(96, 1), (110, 1), (123, 1)]"
ativada,"[(96, 1)]"
malsucedida,"[(96, 1), (139, 1)]"
voluntariado,"[(96, 1)]"
controlarão,"[(96, 1)]"
acompanharão,"[(96, 1)]"
racionamento,"[(97, 3)]"
generalizados,"[(97, 1)]"
interrupções,"[(97, 1), (216, 1)]"
energéticas,"[(97, 1)]"
afetaram,"[(97, 1)]"
prolongaram,"[(97, 1)]"
atribui,"[(97, 1), (109, 2), (110, 1)]"
falhas,"[(97, 1), (142, 1)]"
concebidos,"[(97, 1)]"
afetada,"[(97, 1), (112, 1), (135, 1), (169, 1), (178, 1)]"
torneiras,"[(97, 1)]"
secas,"[(97, 1), (156, 1)]"
disfunções,"[(97, 1), (123, 1), (152, 1)]"
mergulharam,"[(97, 1)]"
Zulia,"[(97, 1)]"
Maracaibo,"[(97, 1)]"
epicentro,"[(97, 1), (109, 1), (203, 1), (204, 1)]"
Viemos,"[(97, 1)]"
administrando,"[(97, 1), (216, 1)]"
usina,"[(97, 1)]"
hidrelétrica,"[(97, 1)]"
sabotagem,"[(97, 1), (118, 1)]"
cunharam,"[(97, 1)]"
termo,"[(97, 1), (106, 1), (108, 1), (128, 1), (160, 1), (222, 1)]"
Corporação,"[(97, 1)]"
Elétrica,"[(97, 1)]"
Corpoelec,"[(97, 1)]"
escalonará,"[(97, 1)]"
escolares,"[(97, 1)]"
suspensas,"[(97, 1)]"
14h,"[(97, 1), (215, 1), (230, 1)]"
privadas,"[(97, 1), (144, 1), (145, 1), (210, 1), (220, 1)]"
prosseguiu,"[(97, 1), (176, 1), (203, 1)]"
insustentável,"[(97, 1), (139, 1), (217, 1)]"
derivou,"[(97, 1)]"
redobrar,"[(97, 1)]"
mobilizações,"[(97, 1), (107, 1), (113, 1)]"
reprimidas,"[(97, 1)]"
assembleia,"[(97, 1), (125, 1)]"
amanhã,"[(97, 1), (124, 1), (208, 1), (215, 1)]"
Encaramos,"[(97, 1)]"
invasão,"[(98, 2), (240, 1)]"
levantam,"[(98, 1)]"
relaxam,"[(98, 1)]"
flui,"[(98, 1)]"
baixam,"[(98, 1)]"
marejados,"[(98, 1), (237, 1)]"
domingos,"[(98, 1), (237, 1)]"
comer,"[(98, 1), (118, 1), (148, 1)]"
bolos,"[(98, 1)]"
chocolates,"[(98, 1)]"
Ortegano,"[(98, 1)]"
militarizar,"[(98, 1), (153, 1)]"
engordar,"[(98, 1)]"
hipotética,"[(98, 1)]"
dedicam,"[(98, 1), (129, 1), (169, 1), (210, 1), (248, 1)]"
vigiar,"[(98, 1)]"
expropriadas,"[(98, 1), (180, 1)]"
metrô,"[(98, 4), (157, 1)]"
encher,"[(98, 1), (178, 1), (200, 1)]"
bolívares,"[(98, 1)]"
alistou,"[(98, 1)]"
eterno,"[(98, 2), (148, 1), (177, 1)]"
marchar,"[(98, 1)]"
fuzil,"[(98, 1), (110, 1), (173, 4), (248, 1)]"
aprendemos,"[(98, 1)]"
invasor,"[(98, 1)]"
tarefas,"[(98, 3), (124, 3), (216, 1), (246, 1)]"
vigia,"[(98, 1)]"
catracas,"[(98, 1)]"
ensinam,"[(98, 1), (129, 1), (213, 1)]"
socorros,"[(98, 1)]"
Gostamos,"[(98, 1)]"
estarmos,"[(98, 1)]"
cáqui,"[(98, 1)]"
vestem,"[(98, 1)]"
desprestigiada,"[(98, 1), (172, 1)]"
informantes,"[(98, 1)]"
levante,"[(98, 1), (150, 7)]"
método,"[(98, 1), (224, 1)]"
delicada,"[(98, 1)]"
vigilantes,"[(98, 1)]"
Chacao,"[(98, 1)]"
Riem,"[(98, 1)]"
insultam,"[(98, 1)]"
gritam,"[(98, 1), (184, 1), (215, 1), (244, 1)]"
excrementos,"[(98, 1)]"
Datanalisis,"[(98, 1)]"
Dirigida,"[(98, 1)]"
nomeações,"[(98, 1), (114, 3), (216, 3), (234, 1)]"
atua,"[(98, 1), (118, 1), (240, 1)]"
alimentícios,"[(98, 1)]"
aplicou,"[(98, 1)]"
castrismo,"[(98, 1)]"
encapuzados,"[(98, 1)]"
eficazes,"[(98, 1)]"
dissolver,"[(98, 1)]"
sobrecarregada,"[(98, 1)]"
frustrada,"[(98, 1)]"
cívico-militar,"[(98, 1)]"
inventado,"[(98, 1)]"
dialética,"[(98, 1)]"
desceram,"[(98, 1), (223, 1), (243, 1)]"
Miraflores,"[(98, 1)]"
percebeu,"[(98, 1)]"
bastava,"[(98, 1), (165, 1)]"
adestrar,"[(98, 1)]"
tiro,"[(98, 1), (106, 1), (173, 1), (215, 2)]"
disparou,"[(98, 1), (216, 1), (217, 1)]"
chorei,"[(98, 1), (194, 1)]"
primeiro-cabo,"[(98, 1)]"
empoderou,"[(98, 1)]"
timidez,"[(98, 1)]"
dirigir,"[(98, 1), (108, 1), (114, 1), (197, 1)]"
bastão,"[(98, 1), (114, 1), (120, 1), (156, 1), (243, 1)]"
extensível,"[(98, 1)]"
ousarem,"[(98, 1)]"
encontrarão,"[(98, 1)]"
mobilizado,"[(98, 1), (241, 1)]"
treinado,"[(98, 1)]"
centímetro,"[(98, 1)]"
atribuiu,"[(98, 1), (150, 1), (203, 1), (208, 1), (236, 1)]"
maciço,"[(98, 1), (243, 1)]"
apagão,"[(98, 2)]"
raios,"[(98, 1)]"
catódicos,"[(98, 1)]"
limpando,"[(98, 1), (194, 1)]"
cortando,"[(98, 1)]"
podando,"[(98, 1)]"
mato,"[(98, 1), (215, 1)]"
Colégio,"[(98, 1), (215, 1)]"
Engenheiros,"[(98, 1)]"
atribuíram,"[(98, 1), (141, 1)]"
Aposentados,"[(98, 1)]"
donas,"[(98, 1)]"
fanáticos,"[(98, 1), (106, 1), (117, 1), (148, 1), (153, 1)]"
nostálgicos,"[(98, 1), (148, 1)]"
treinam,"[(98, 1)]"
vazados,"[(98, 1)]"
coxeia,"[(98, 1)]"
vassoura,"[(98, 1)]"
incapaz,"[(98, 1), (106, 1), (122, 1), (149, 1), (159, 1), (183, 1), (187, 1)]"
zombaria,"[(98, 1), (185, 1), (196, 1)]"
intensificaram,"[(98, 1)]"
treinamentos,"[(98, 1), (195, 1)]"
incorporaram,"[(98, 1)]"
Comitês,"[(98, 1)]"
cubanos,"[(98, 1)]"
tentáculos,"[(98, 1)]"
profundezas,"[(98, 1)]"
traidores,"[(98, 1), (106, 1)]"
caixas,"[(98, 1), (142, 1), (240, 1)]"
CLAPS,"[(98, 1)]"
Abastecimento,"[(98, 1)]"
Produção,"[(98, 1)]"
Entramos,"[(98, 1)]"
Torres,"[(98, 1), (162, 1)]"
Petare,"[(98, 1)]"
netos,"[(98, 1)]"
odeia,"[(98, 1)]"
físico,"[(98, 1), (161, 2), (181, 1)]"
adubar,"[(98, 1)]"
intimidação,"[(98, 1), (213, 1)]"
lotar,"[(98, 1)]"
335,"[(98, 1)]"
adestrem,"[(98, 1)]"
contabilizados,"[(98, 1)]"
matiza,"[(98, 1)]"
vigiando,"[(98, 1)]"
guerras,"[(98, 1), (165, 1), (166, 1), (245, 1)]"
atribuída,"[(98, 1), (101, 1), (122, 1), (142, 1), (148, 1)]"
universidade,"[(98, 1), (109, 1), (129, 15), (157, 2), (172, 1), (202, 1), (213, 1), (215, 10)]"
convento,"[(98, 1)]"
ditado,"[(98, 1), (224, 1)]"
recrutar,"[(98, 1), (242, 1)]"
fugirão,"[(98, 1)]"
argelino,"[(99, 1)]"
gravemente,"[(99, 1), (142, 1)]"
cerebral,"[(99, 1), (202, 1)]"
incerto,"[(99, 1), (126, 1), (184, 1), (224, 1)]"
tutelado,"[(99, 1), (176, 1)]"
Abdelkader,"[(99, 1)]"
Bensalah,"[(99, 1)]"
Buteflika,"[(99, 3)]"
continuidade,"[(99, 1), (120, 1), (172, 1), (237, 1)]"
argelinos,"[(99, 1)]"
protestam,"[(99, 1)]"
reiterada,"[(99, 1)]"
nomeou,"[(99, 1), (206, 1)]"
Nouredinne,"[(99, 1)]"
Bedui,"[(99, 2)]"
Ahmed,"[(99, 1)]"
Gaid,"[(99, 1)]"
Salah,"[(99, 1)]"
adiava,"[(99, 1)]"
Conferência,"[(99, 1)]"
encarregaria,"[(99, 1)]"
multitudinários,"[(99, 1)]"
convidado,"[(100, 1)]"
bem-quisto,"[(100, 1)]"
devolve,"[(100, 1), (159, 1)]"
idílio,"[(100, 1), (104, 1)]"
antigamente,"[(100, 1)]"
namoros,"[(100, 1)]"
missiva,"[(100, 1)]"
clero,"[(100, 1), (148, 1), (150, 1)]"
